,docid,review,rating
",3.5761904760000003
81,usa_illinois_chicago_extended_stay_america_chicago_lisle,placeholder,4.9
82,usa_illinois_chicago_fairfield_inn_chicago_midway_airport,"Oct 22 2009 	A great stay	I don't understand some of the negatives in others' reviews. We found our room to be just right. We did not spend much time in it as we caught the shuttle to Midway and from there got on the mass transit train to go downtown. This is not hard to do, although one has to walk through the airport to the opposite side (East?) to get on the trains. We did this trip to Chicago without a vehicle, purchasing our passes from a kiosk at the airport. They are then good to ride any bus or train. My favorite part of the hotel was the bed! It was THE most comfortable bed I have ever slept on - anywhere! The linens are all completely washable, and you get the impression that they have just been laundered before you use them. We had a microwave and a refrigerator and that met our needs quite well. For our family of four the suite was a little small when we had the rollaway out and the sofa bed opened, but again, this was only when it was time to sleep. We found the staff to be quite helpful and enthusiastic, and the cookies in the evenings were wonderful; just get there early!	
",3.86
83,usa_illinois_chicago_hyatt_regency_chicago,"	Beautiful view... everything else disappointed	The Hyatt has an amazing unobstructed view over the river and it's beautiful at night. Its location is superb, situated two minutes from the start of the Magnificent Mile and all the shopping you can endure. However, that's pretty much where it ends for me. Rooms were average, poorly decorated, and not 4-star quality. The iPod functionality on my clock was broken, no pens were provided in-room, and colleagues who stayed on other floors constantly complained about noise and distractions that prevented them from getting a good night's rest. Sources of noise include:- Elevator doors opening/closing- Elevator gears- Street noise- Water running through the pipesUnfortunately, all the noises above were not momentary but persisted through the entire night due to the placement of their rooms and throughout the week we stayed at the Hyatt. It's almost like the building was designed with no consideration for sound-proofing! To also not have internet included at the price we paid was almost highway robbery... isn't it archaic to still charge for in-room internet nowadays?With that said, the hotel is still a decent stay. The service was acceptable and friendly. The location was convenient, and the view was amazing. I would still recommend this to a friend. If you can find a good deal on this place it's worth it; otherwise, I'd suggest looking at other hotels in the area around Michigan Avenue.	
",3.86179402
84,usa_illinois_chicago_the_westin_michigan_avenue_chicago,"Nov 9 2009 	Nice Hotel but not quiet	The Westin Michigan Avenue hotel is a clean hotel with good service and a great location in Chicago. The only negative is that you can hear other guests walking and talking in their rooms. I think part of the problem is the hallway in the room is tile and you can hear other guests who are wearing high heels and perhaps the wall are very thin.	
",3.9435582819999997
85,usa_illinois_chicago_hilton_chicago,"	hotel and a lot of history	hilton downtown, it has a lot of history, and a few film have been made here, when it was build it was the largest hotel in the world ,it was called the stevens.	
",3.75625
86,usa_illinois_chicago_river_hotel,"Nov 9 2009 	Elegant and Sophisticated	Very nice hotel, everything was nice and the staff was very helpful. My only complaint was how exceedingly small my single room was. It worked fine, but there truly was very little room within the room. Oh, and perhaps that is the reason the bed seemed short even for my 5'-4&quot; height?!?	
",3.896875
87,usa_illinois_chicago_crowne_plaza_chicago_the_metro,"	There is nowhere else to stay but the Plaza Metro	Cleanliness, oh my! Our room was spotless when we arrived and everyday we would return to the smell of new linens and sanitized bathrooms. Location was perfect, it was near souvenirs and drinks and snacks. The Ambassador suite was beautiful and roomy, two balconies, two bathrooms, wow! Service spectacular, they delivered a three layer red velvet cake to us for our honeymoon. Value....no comparison. We booked this room through Amtrak at a huge discountcabs 24-7 at the front door, late check out, a view to die for, on the bus route to the L and one block from the Greek food. The Plaza was great, it was one of the nicest hotels for cleanliness and service; I've ever stayed at. Thanks to all the staff for making our honeymoon so special. We will see you soon, because we are so coming back.	
",4.0534883719999995
88,usa_illinois_chicago_westin_chicago_northwest,"Nov 14 2009 	Reconsider	I have traveled globally for Fortune 100 &amp; 500 companies and Westin's tend to be safe and predictable. The Westin - Northwest Chicago has a very elegant look and feel. However, on this occasion, we found sheets with old blood stains, which although laundered and likely clean, you would think they would do more to eradicate the unsightliness. Add to this, vacuum cleaners loud and constant from 1 to 3 a.m. and you get the sense they are oblivious people are there to sleep. The final straw was a ridiculously priced menu (with 20% service charge automatically added per person's meal aside from any tips), and a room service breakfast complete with scrambled eggs that were more liquid than solid. In short, noisy, somewhat unclean, and food that appeared unsafe for consumption...all at Westin pricing. It wouldn't have been bad if the front desk staff upon checkout inquired how your stay was, rather, they must assume all is well. I didn't bother to say anything, as the staff seemed generally uninterested. Don't look for many amenities like free wi-fi, as this is a very a la carte hotel.	
",3.939130435
89,usa_illinois_chicago_buckingham_athletic_club,"Oct 23 2009 	The best kept secret in Chicago	First things first. The BAC is difficult to find at first. Various previous reviews have mentioned this. We arrived on a Saturday PM (when most of the loop is shut down) and even our transfer shuttle from O'Hare had no idea were the hotel was and basically dumped our bags on the side of the road when they got fed up looking.To be clear to get to the hotel you must enter the main revolving doors to get into 440 S La Salle. When inside you take the main bank of elevators to floor 39 and transfer from there to a small elevator (next to the main bank) to get to reception on floor 40. After the initial difficulties in finding the entrance to the building nothing could be simpler in getting into the hotel (using the security tab provided). Whats more because you are a little out of the way you feel very secure.The hotel itself, as has been stated before, is small - around 20 rooms. However reception and ousekeeping staff were friendly and courteous throughout - amongst the best I have ever encountered.Our room was amazing. Maybe there was not the same level of opulence you would get in a four or five star place but everything was clean and well maintained, particularly the bed.Because the hotel is small you didn't get things like pay per view movies but there was a thorough range of cable channels available which was fine for us.Clearly the best thing about the hotel was the view. We had a clear view of Buckingham Fountain and the Field Museum as well as the loop skyline and Lake Michigan. It was amazing to watch sunrise and sunset across the lake and not to be overlooked by anyone.There have been some comments previously about the continental breakfast. It was absolutely fine. There was a well stock supply of Coffee, Juice, Cereals, Bagels and Muffins. OK it's not what you would get at one of the major hotels around the Mag Mile but it is free.In response to some other comments there are better locations of hotels in the city. This hotel is right in the south of the Loop, so you do have a fair old walk for the Magnificent Mile and attractions such as Navy Pier. However, it is a good location for the Museum Campus and Grant Park and is certainly no more than ten blocks from Macys on State Street (and around three blocks from the Willis (Sears) Tower). It is also worth noting that there is an El Station right outside the hotel.Overall this is the best hotel I have ever stayed in. I can accept that it may not suit everyone but if you don't mind a little bit of walking then it is worth going for the view alone.	
",4.090909091
90,usa_illinois_chicago_oakwood_apartments,"Sep 13 2009 	Near Chicago hot spots	I stayed at Oakwood for 6 months on business in Chicago and one could not ask for a better place. The staff was gracious and helpful. The room was bigger than my apt in Scottsdale. The views were spectacular. They had a great pool and workout room on the 25th floor. I had maid service wkly and they weren't quite bright because they kept using a vacuum that didn't work. They let me bring my two cats with me which is an incredible advantage. It was within walking distance to Michigan Ave, the El and some fantastic restaurants and bars.	
",4.56
91,usa_illinois_chicago_hilton_chicago_o_hare_airport,"Nov 23 2009 	Great spot for a meeting	Staff at the hotel made planning a meeting a piece of cake! Their event coordinator worked with me to take care of all the details: reserving rooms, meeting room setup, planning the menus, even dinner reservations. The staff also checked in several times throughout the day to make sure things were going smoothly. The meeting room was very plush - comfy leather chairs, executive table, whiteboard; however, the best part of this hotel is its convenient location - our travelers were happy to be checked in within minutes of landing. The Business Center and UPS store made it easy to send/receive packages, make copies, etc. The Andiamo restaurant has great food, though the portions are small and very pricey. The rooms are basic, but comfortable. Water pressure in the shower was great and the bed was nice and soft with lots of pillows. I was on the third floor and directly across from the airport but had no trouble sleeping - the curtains are thick enough to block out the lights and the fan in the room provides enough white noise to cover the flights coming in/taking off. Be aware, Wi-fi isn't free and the room service has very limited hours. While this isn't the place to go on with friends or for a romantic trip, it certainly fits the bill for a business meeting.	
",3.827826087
92,usa_illinois_chicago_club_quarters_chicago_wacker_at_michigan,"	Great Hotel	There was a large conference in town and had to get a hotel at the last minute. Used priceline and won the hotel for a great price. The room I got had a kitchenette and was nicely sized, larger than what I was expecting. The rooms were very much updated and in style, clean and overall very good. I would definitely stay here again.	
",4.033333333
93,usa_illinois_chicago_best_western_river_north_chicago_downtown_hotel,"	Decent room good location great price	The hotel is in a great location. It's right in the middle of downtown and just a few blocks from the subway (&quot;L train&quot;). There are a lot of restaurants nearby. I got a free upgrade to a suite because I printed a coupon from the hotel's website just before my stay. The room was large, clean, and had a refrigerator. Aside from the older model TV in the room that didn't have a great picture, I have nothing bad to say. The hotel has free internet access in the lobby (sometimes there's a short wait). Rooms that face the street have a nice view, but you can hear some noise. I would stay here again.	
",3.96
94,usa_illinois_chicago_chicago_marriott_at_medical_district_uic,"Oct 18 2009 	close to uic campus	excellent accomidations.Rooms were luxerious and I felf pampered	
",3.833333333
95,usa_illinois_chicago_chicago_s_essex_inn,"	Great Hotel downtown	Very conveniet to downtow. The Hotel is quite, clean and confortable with a big lcd tv. The hotel park cost a little bit much that other solutions, but very convenient. For breakfast there is a Starbucks very close to the hotel.	
",3.732231405
96,usa_illinois_chicago_w_chicago_lakeshore,"	awful beds	The bed at this hotel was the worst I have ever slept on in a hotel. It felt like a super cheap mattress and the pillows were bad, too. There was an open air window between the bathroom and the bedroom, with shutters, which is ok if you don't want any privacy. The service was good, but nothing is more important than comfort, especially for the bed. We were exhausted from the lack of sleep and that makes the trip less enjoyable. We had to pay $48 PER DAY to park there. Would have stayed mid city, had we known. Way to much money for the low quality.	
",3.6595505619999997
97,usa_illinois_chicago_allerton_hotel,"	Class at a reasonable price	Arrived at this hotel on a cold sunday afternoon and I was greeted by very friendly staff, and free steaming hot chocolate and marshmellows. A great way to warm up the rooms were functional, clean and comfortable. Had a great view, when I return to Chicago I would not hestate to stay here again. The staff were incredibly attentive and polite, business centre free internet access was a big plus.	
",3.680213904
98,usa_illinois_chicago_ohio_house_motel,"	Good Place to Stay	If you want a place to stay downtown Chicago with a reasonable price, Ohio House Motel is perfect match for that purpose.	
",3.84137931
99,usa_illinois_chicago_amber_inn,"Oct 6 2009 	Very good can't beat for the price!	Staff helpful, friendly, hotel room clean, grounds clean. Not noisy.Good experience.	
",3.975
100,usa_illinois_chicago_inn_of_chicago_magnificent_mile,"	The worst hotel- Do not stay at this hotel	We stayed at this hotel because of some good reviews. When we checked in and got into our room the bathroom was a mess. The toilet as used, the stuff was all over the lid of the toilet and it was not flush at all. I almost got sick. I called the front desk and ask someone to clean it up.Some one did clean it up. I also asked for the supervisor and no one show's up. The supervisor or manager did not even call me.My husband and I were so tired from the flight, or we would have leaved the place. I definitely would not recommend this place to anyone.	
",3.448322148
101,usa_illinois_chicago_best_western_grant_park_hotel,"Nov 22 2009 	Can't wait to go back!	This was my first time visiting Chicago and it will not be the last, and I will stay at this Best Western again. The employees at the front desk are great! They are very polite and helpful. The rooms are a little small but very comfortable. This hotel is very clean, and that made me very happy! Love the coffee and bakery shop near the lobby. The location of the hotel can't get any better. Because of that we saved a lot of money in transportation. We walked everywhere! There are two breakfast places near by, Yolk right next door. The breakfast there is excellent and the portions are huge and the other one we loved was on the street right behind the hotel, Eleven City Deli. A Jewish deli with lost of personality, great food, huge portions and great service. I'm already planning my next trip to the windy city!	
",3.5090909089999998
102,usa_illinois_chicago_central_loop_hotel,"Oct 6 2009 	Totally recommend it	This is an inexpensive hotel smack in the center of downtown. 10 min walk to Grant Park. 15-20 min walk to the beginning of the Magnificent Mile. The rooms are not huge, but a comfortable size - only the bathroom stands out as small (there is no bath, only a shower), but that wasn't a big deal for me. Everything you need is still there. The rooms are very clean. Temperature comfortable. Had no problem sleeping in this hotel, except that you could hear other guests slamming shut their doors, which actually startled me a couple of times. Oh, and the purified chilled water comes really handy! All in all I was very satisfied with this hotel.	
",4.32
103,usa_illinois_chicago_w_chicago_city_center,"Nov 23 2009 	""W"" for ""Without"" Service	Total Disapointment. I've statyed at the San Diego, New York, and the Atlanta location--all good!The W-Chicago has small and older rooms with a with half way attempt from the hotel to make them look modern. Total lack of customer service, with a &quot;don't&quot; care attitude. They made it seems like we were botherig them. There were no resolution to any request. They totally screwed up our invoice. The lobby and the lounge were &quot;dead&quot; on a weekend!! I can now understand why. Take your money else where and stay!	
",3.505806452
104,usa_illinois_chicago_willows_hotel_chicago,"Nov 12 2009 	Great location	Stayed hear because we wanted to go to the Kingston Mines and a few other Blues bars in that area. Very nice area to walk around and feal safe late at night. Lincoln park Zoo is about a mile walking distance from the hotel and there is plenty of places to eat. The front desk when we arrived was very helpful and pleasant. He gave us great advice about the places we were inquiring about ( eating,music,sightseeing). The room was pretty good as we had the King Junior suite, Bathrooms are very small, not much room around the sink to place anything. Beds Are very very comfortable. Walls are very thin, you can hear everything, as we were next to the staircase and could hear everyone going up and down the stairs. If you stay hear I would not recommend staying on the West side of the Hotel, there are trucks loading in the Alley beside you at 7A.M and they are there for most of the morning, but there is an alley on the East side to but it is a through lane so it might not be so bad. Internet was free and worked very well. Continental breakfast was excellent and free, parking was behind the building and looked pretty safe. Staff could not have been any nicer. No hairdryer or microwave, TVs work great. Elevator is small and hallways have a funny smell. But overall I would stay here again and would recommend it as long as you know this is what this hotel offers.	
",4.36
105,usa_illinois_chicago_the_tremont_chicago,"Oct 24 2009 	Great location but...	We love to stay in these nostalgic hotels, but I would classify this one as a miss. It's saving grace is it's location - right off the Mile and within easy walking distance of the subway, but...We were disappointed in the quality of the room. Heating/AC is all or nothing - in this case all heat. To get any air circulation without turning on the heat, we had to open the window - and since it was a rainy couple of days, that was problematic. Without the window cracked open, it got a but stifling in the room. Bed was a miss as well - a little too hard. And the only real covering on the window - mini-blinds, so no sleeping in was not possible.We also found getting our car from valet was a hit or miss proposition. More often than not, the valet station was unoccupied.All in all, not what we expected.	
",3.5113636360000005
106,usa_illinois_chicago_heart_o_chicago_motel,"Oct 29 2009 	Still one of the best values in chicago	Heart of Chicago continues to be a great little inexpensive place to rest for a trip to chitown. Just steps to Clark St. to catch a bus or a 10min walk to the EL stop (BrynMar) Which over the years has become a less scary area. I would still hesitate to walk it alone at night but with a group of friends I don't think its an issue. The motel is located just off Clark St. directly between Andersonville and Rogers Park. Andersonville in the 23yrs I've been staying at HOC has become a vibrant diverse mecca of old timer Sweedish and more recently arrived gay and DINKy types. The neighbord is clean well lit and full of things to do and eat. Right at the point where Ashland meets Clark there is a Mexican Bakery that is just awsome. Just south on Clark is Sweedish Bakery and the famous Ann Sather is just a block or so further south on Clark. Inbetween are an array of sushi, mediterranian, latin american and american places to pick from to eat and a wonderful potpouri of shops. The Heart of Chicago staff is for the most part wonderfully friendly and helpful. Don in the evenings and Javed on day shift are always ready to give advise on where or how to get somewhere.. If they don't know they will usually find the answer. There is a relatively recent arrival. A younger lady who needs to work on her customer service skills and demeanor a bit. She comes of curt and gives the impression she really would rather be somewhere else. Hopefully that can be taken care of by management. Not something that some corrective guidance couldn't solve very easily. That said I will continue to come back. I had read other complaints here about inconsistent internet service... There are outdoor routers and 3 bands to get the wirless but connection was spotty at best. This needs to be corrected... I If I had needed to do business work in the romm I would have been very upset..	
",3.7259259260000004
107,usa_illinois_chicago_travelodge_chicago_downtown,"Nov 18 2009 	Excellent value in Downtown Chicago	I had to attend a convention in Chicago and couldn't afford the conference hotel (Palmer House) and so booked rooms at the Travelodge. I was expecting the worst (I've stayed in some NASTY Travelodges before), but the location and price were excellent so I figured I'd take a chance. First of all, the front desk staff was so nice - I wanted to check in early so I could attend some meetings at the conference, and they didn't even blink (most hotels try to make you feel bad for not waiting until 3). The room was quite large, bright, clean and cheerful and the bed was really comfortable. There are two restaurants downstairs - the little diner was perfect for a quick breakfast or lunch (and surprisingly inexpensive) and the Thai place was fabulous. Every hotel staff member I spoke with was friendly and chatty (especially the maintenance guy - I needed help with the in-room safe and he took care of everything quickly!). My only complaint is that their cable menu is missing some obvious channels (Weather, Comedy Central), but no one should be watching TV when there's the whole city to explore. Speaking of exploration - the Art Institute is just up the block and the hotel is also a block from the shopping on Michigan and State Streets, so everything is really convenient.Altogether, the hotel is old and not nearly as nice as the Palmer House, but it was so inexpensive and much better than I expected. Would absolutely stay there again.	
",3.187341772
108,usa_illinois_chicago_holiday_inn_express_chicago_midway_airport,"Oct 21 2009 	5 blocks from MDW walking faster than driving on Cicero	Stayed here Oct 20-22th 2009, with business about 1.5 miles away. Travel time was approximately 45 minutes on either Cicero or Pulaski in rush hour, so plan accordingly. Hotel is clean, in a complex of 5 or 6 other major chains. Basically all business travellers here, saw no families. no pool. Price runs about 50% over most HIE's I have stayed at, I would guess just for location alone. Some rooms have microwaves and ridges, mine did not. Parking is not free. You hear the low rumble of aircraft all the time, but the fan is loud enough that it covers them well. Room 105 stays nice and dark at night.	
",3.78
109,usa_illinois_chicago_la_quinta_inn_suites_chicago_northshore,"Oct 12 2009 	A great hotel to stay at for Navy Graduation	The hotel is very clean and well maintained. The staff was helpful. The kids enjoyed the indoor pool and we enjoyed being able to stay in a hotel where you did not have to wear shoes in the rooms. This hotel is convienent to get to from the highway and was about 20 minutes away for the RTC Graduation at Great Lakes. If you are attending the RTC Graduation do not try to park on base for the graduation. Go one block past the main gate and park at the Metra parking lot. It will cost you $2.00 and you will have to walk a block but it will save you much grief.	
",4.16
110,usa_illinois_chicago_extended_stay_america_chicago_skokie,"Jul 15 2009 	Do the calculus and staying here adds up.	Clean, updated property with spacious rooms. Property is merely 9 years old and has already undergone renovations, certainly a commendable choice on the part of the district managers. The parking lot is safe and well lit. The advantages of staying here are many: It is probably 124 feet from the Interstate (I-94), 5 miles from the Purple Line 'L' train (CTA - Chicago Transit Authority - www.transitchicago.com), providing access to the city of Chicago for only $2.25 (w/ transfer). Nearest stops are Central for Purple Line, or end of the line for the Yellow Line train (on Dempster St. near Grosse Pointe Blvd.). If one needs access to the Metra Commuter line, then travel a short 3 miles west toward the suburb of Glenview (metrarail.com). For those taking buses, there is the 205, 54a, 201 (all CTA buses), and the 208 and the 422 (both PACE buses - PACE is the suburban bus line - www.pacebus.com) The hotel has laundry facilities on-site ($1.50 wash, $1.50 dry). The location itself has a well-kept campus, and the surrounding community is clean and very safe. Should a guest need a place to shop, the location has close proximity to an outdoor mall, Old Orchard Shopping Mall (a very safe location, no trouble with roving gangs of young rabble rousers often seen in malls all across America). There are also two grocery stores that come to mind immediately (Jewel Osco, Garden Fresh Market). There is a Post Office across the street from the Jewel Osco on Skokie Blvd. Need a Target or Wal-Mart? Just drive 5 miles away to the suburb of Niles, get westbound on Golf Road and that will take you to the general area where Gold Road and Milwaukee Ave meet. Your department store needs will be met and there is another shopping mall (Golf Mill Shopping Mall) there with a Sears store among many others within. For Korean grocery stores, there is Super H Mart by Waukegan Road and Oakton St. Or, there is Assi on Miwaukee Ave just north of Dempster St. One recent attraction is the newly opened and christened Illinois Holocaust Museum and Education Center (http://www.ilholocaustmuseum.org/). Former United States President William Jefferson Clinton came with his entourage one Sunday in May 2009 to nearly shut down the surrounding areas and give a speech and to be with the local Jewish population and their neighbors from the area communities. I hear it a good place to visit, albeit sobering. Have time for a drink? There are a few ideas. If a person would like to see a large, expansive beer menu, go to a place called 'The Glen'. The Glen is an area that has recently been developed on the site of what used to be a United States Naval airfield. The Glen is situated in what is understood to be the suburb of Glenview, the business is called The Yardhouse. For those looking for a dive bar, take I-94 west, exit at Lake St., travel through the light and get into the left lane immediately after the light. Great little place Meier's Tavern (http://www.meierstavern.com/). Arguably the best bar nearest to the hotel. Not a place to see people or be seen, but to enjoy a bar the way bars were back when our grandparents inhabited them. Looking for food? The hotel has a kind of 'Dining In' menu that one might find in the downtown area hotels of Chicago, but just draws from local establishments. For pizza, I recommend this business called 'Vince's Pizza' (ask the front desk staff to assist with this). I am not a fan of the Giordano's Pizza that we promote here in the greater Chicagoland area. Lots of great flavor, excellent food at Vince's Pizza, even the delivery drivers are good to deal with. Being by the interstate affords some opportunity for kinds of cuisine. Sure, it is possible to grab something quick at Ruby Tuesday across the parking from the hotel (they do have great management and staff), but when one is by the interstate, why not take your clients or colleagues to one of the nearby North Shore communities for a dining experience? The local communities are Niles, Glenview, Northbrook, Evanston, Morton Grove, Park Ridge, Winnetka, Willmette, Skokie, Kenilworth, Highland Park. One of the local restaurants is called Hackney's on Harms. The General Manager of the Extended Stay swears by the place. Good place for a nice burger, I hear. Staying away from home is not ideal, but staying at this particular property will make the days away much more tolerable when on your business trip. The hotel is not too busy where getting assistance from the staff is unimaginable. They can help fetch a cab, they can answer your questions. Never have the staff been inaccessible when needing to resolve questions regarding my stay. In a way, this kind of seems to be a flagship (lead) property for Extended Stay America.  I believe one can grab a cab to O'Hare International airport for roughly 40 dollars each way. Be careful with the cabbies in this area, some are exceptional, but some will drive around when they actually know precisely where there hotel is. Try to be alert if the guy is playing dumb. It is only a few that have done, I hear, but one can never know if they are the next sucker to the games. A hospital is conveniently nearby, it is probably less than a mile from the Extended Stay America Skokie (ESA), NorthShore Skokie Hospital (http://www.northshore.org/clinicalservices/radio/default.aspx). Need a place to take some folks in the city of Chicago for an evening? Go on a Wednesday to see Alfonso Ponticelli and Swing Gitan at The Green Mill (www.greenmilljazz.com). This guy and his band are remarkable. It is mostly instrumental music, but it takes you back to France 1930's era and the jazz forms celebrated then as understood by Django Reinhardt. These are just some reflections on my stay at this property. I hope this helps all.	
",3.92
111,usa_illinois_chicago_four_points_by_sheraton_chicago_midway_airport,"Nov 2 2009 	1 night to relax	I was on an exhauting business trip, 3 cities and only 1 night to relax so the hotel I picked needed to be very good and this hotel was. The positives outweigh the negatives by far. Flew into O'Hare so this hotel is a little far but I flew out of Midway so it worked out perfectly. To start our stay we were given a room on the street side of the hotel, which my colleague (for personal reasons) had a problem with, we asked and they changed us immediately. The free wireless in room and computer access in the lobby was the best. I was able to do some work in my room and also utilize the printers in the lobby to print out my boarding passes for the next days flights.The room was spacious, with silly amenities that I love like a coffee maker, iro and ironing board, robe, toiletries, and bottles water.The bed was probably the most comfortable bed I have ever slept in; hotel or personal. THE PRICE WAS GREAT!I thought there would be a free continental breakfast but either there wasn't or we couldn't find it and we wound up eating the buffet at the restaurant which was pretty good anyway.The only real problem I had was the water pressure in the shower was terrible, but I have come to expect that with any hotel I stay in.	
",3.4727272730000003
112,usa_illinois_chicago_wheeler_mansion,"Oct 28 2009 	Do not give them your credit card	Only can get a live person on the phone from 9-5 central time. Call and see.Unreasonable cancellation policy. Ask for it in writing.Multiple billing errors. Billed in 08 and 09 for a stay that never happened. Just reported them to American Express for the latest issue.	
",3.307692308
113,usa_illinois_chicago_the_parkview_hotel,placeholder,-1.0
114,usa_illinois_chicago_ramada_inn_lake_shore_chicago,"Oct 26 2009 	We were very comfortable for a very reasonable price.	We stay at this hotel every time we visit Chicago. It is close to everything we want to see in the city, but the price feels more like what we would pay to stay in a far-away suburb. Parking at the hotel is free, and that cuts the price even more. We have never had a negative experience at the Ramada Inn Lakeshore Drive, and we don't even bother shopping around anymore.	
",3.125
115,usa_illinois_chicago_four_points_by_sheraton_chicago_o_hare_airport,"Oct 2 2009 	easy to get to from ORD but hard to return from the city after partying at night	The shuttle was prompt at picking us up, waiting about 25 minutes at the airport. It was a breeze to check-in, and we were put on the 6th floor. The room was comfortable, being only my second stay at a 4 Points. The funny thing about the room was the addition of the sliding glass 'balcony' door in front of the other. It worked just well enough to stand out there and smoke when you close the inside door. The place was hosting a number of wedding/receptions so we could only get a King room on the SPG floor. The shuttle is convenient for getting back to ORD to catch the blue line, but a pain in the middle of the night.Likes: It was $89, free internet, comfortable bed, nice sized roomDislikes: Inconvenient for going into the city, a LONG walk to find foodOverall: If you have business around the airport, this can be a decently priced hotel with just the right amount of amenities.	
",3.005555556
116,usa_illinois_chicago_congress_plaza_hotel,"Nov 23 2009 	Don't be put off. Get a lake view room.	At the end of five weeks travelling we took a punt on this one. The King Room with lake view was worth every penny, and it wasn't really that expensive. We loved this place. A bit like a colourful aunt who has had plastic surgery along the way and some of it has gone a bit wrong. Sure the renovations don't quite match and the painters clearly took numerous long lunches. The room and bathroom were clean and fresh, the bed comfortable and the view to die for. Superb little breakfast place just down the road (turn left at the entrance, you'll know it when you get there). Centrally located and everything we were looking for in a one night stopover before we boarded the California Zephyr. Would go back again. Staff friendly and helpful although we don't understand why this place has been targetted by the Unionists - our understanding was that very few workplaces in the USA allow Union membership?	
",3.02739726
117,usa_illinois_chicago_inn_at_lincoln_park,"Oct 1 2009 	Great location but old (and shows it)	Obviously, Chicago hotels have a lot of turnover due to conventions and general tourism. However, this shouldn't stop hotels from updating their buildings. While my wife and I have stayed at the Inn at Lincoln Park several times over the past few years, our last visit will probably be the last.Despite the great location (less than a mile from the water, $10 cab ride to downtown, bars and stores--including Starbucks--nearby), the owners have let the place go. While it hasn't been &quot;new&quot; by any stretch since we've started staying here on yearly visits to the city, the &quot;old world charm&quot; (as another reviewer mentioned) is something of the past. Instead of old world, it's simply old. Our room (granted, only $100 for the city (and parking is extra), but we paid less for a MUCH better and newer room in the burbs) had peeling wallpaper, cracked walls and ceilings, obvious poorly-done patch jobs, and water stains. The bed was horrible as well.That being said, the bathroom was immaculate--which is nice. Additionally, the front desk staff was pleasant to deal with.If you're looking for a place to spend an hour a day in, then this could be your hotel. I would give it a try if you can get a room for $100. Otherwise, try to check other area hotels. I know we will.	
",3.3680000000000003
118,usa_illinois_chicago_chicago_marriott_o_hare,"Oct 28 2009 	Old hotel needs updating	The best part of this hotel was the bed. After that though, I am used to nicer hotels. First room smelled of smoke, The second room had stacks of chairs outside of it. Third room was about a football field away from lobby where they serve weak coffee and charge for it. The wifi only works in the lobby and the ethernet connections are SLOW and they charge you anyway. I would never stay at this hotel again. Hard to get as much work done as I would wish.	
",3.26875
119,usa_illinois_chicago_bellwood_hotel,"Oct 10 2009 	Attractive price but that's about it	I found this hotel online and contacted them as I wanted a budget hotel in the Gay Area of Chicago known as East Lake View. Several hotels came up in the area, but all of them were between $250 and $450 for a 2 night stay. The Bellwood advised they didn't take reservations and you just had to turn up pn the day, which I did.I took a double room with a private ensuite bathroom for $40 for my first night, and had to take a double room with a shared bathroom for $30 per night on my second night.On check in, they ask for a $2 refundable key deposit and payment for the first night of your stay which is $30 or $40 depending on whether you want a shared or private bathroom or not. i paid the $40 for a private and was given my key. I opened the door to my room and felt instant dismay.It looked like a dilapidated building with wires handing out of the wall, a rusty old sink, a metal bed (although clean sheets and pillows). I looked at my so called &quot;ensuite&quot; and giggled. Tiles were up off the floor, the toilet pan was brown and the shower tray had mould about half an inch thick. It was obvious that it had been cleaned, just not SCRUBBED in a long long time. There was a tv in my room that did work and a sink in the corner, again, brown and stained.I checked the bed before I decided if I was staying or not, it was very clean so I decided to tell myself &quot;what can you expect for $40 per night&quot;. I stayed that night and actually got a very good nights sleep. There was no problem with noise and the room was secure, lockable from the inside.On the second day, I went out early to see the city and came back about midday to pay for my second nights stay as i couldnt be bothered trudging round to try and find alternative accommodation. I was advised by the receptionist that house keeping had packed all my things up and cleared my room as check out time was 11am, and I hadnt paid before then to keep the room. I was advised this on check in, so it WAS actually my fault. I was dreading that things may have gone missing, as all my things had been packed up by housekeeping staff and left in reception for me. After getting back into a different room, I thoroughly checked my belongings and EVERYTHING was there, including my laptop and passport. I was very reassured by this.They could only offer me a $30 room with shared bath for my 2nd night and I took this. The second room was a million times better than the first one. Much cleaner, in a better state of repair and I was actually quite pleased that I had lost my original room. Clean and comfortable bed and the bathroom was across the hall from my room. The bathroom however (clean as it was) was a bit of a disaster. Its small shower cubicles, with tepid water, and i could have probably pee'd faster than the dribble of water that came out of them. The toilets are in the same room, but theyre open plan - as in two toilets in the middle of the floor, with no cubicle, Its kinda embarassing when you have to go, as people can see you sat there!!!! Though, the americans just dont seem to care and get on with their business!! I'd recommend going to the petrol station across the street if you need anything other than a pee!!!!!!!!!!! :))))))Again, I got a good nights sleep in the second room and checked out about 9am on the second morning.All in all, i had a comfortable stay at this hotel, but please please beware, this is at the VERY BOTTOM END of budget accommodation. Its cheap, VERY cheap for Chicago, but at the same time, grim to look at. If all you care about is a bed to sleep in and somewhere to dump your bags, then it's fine, otherwise, i'd probably steer clear.Asked if i'd stay here again, well I would have to be 100% certain that there was nowhere else available before I turned up to stay at this place again. If I was forced to stay here with no other option though, I would. Not for the faint hearted!!The staff in the hotel were friendly enough which was nice, but again, lower thann basic accommodation, may be an idea to ask to see your room and make your mind up before you hand over your money.	
